id,source,target,type,weight,confidence,directed,evidence_note,source_basis
E0228,RF_sustainability_science,M_scenario_analysis,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0229,RF_sustainability_science,M_conceptual_synthesis,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0230,RF_sustainability_science,M_comparative_case_study,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0231,RF_resilience_research,M_resilience_assessment,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0232,RF_resilience_research,M_comparative_case_study,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0233,RF_resilience_research,M_system_dynamics,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0234,RF_social_ecological_systems,M_resilience_assessment,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0235,RF_social_ecological_systems,M_adaptive_governance_analysis,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0236,RF_social_ecological_systems,M_comparative_case_study,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0237,RF_transition_studies,M_comparative_case_study,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0238,RF_transition_studies,M_scenario_analysis,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0239,RF_transition_studies,M_qualitative_governance_analysis,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0240,RF_governance_research,M_qualitative_governance_analysis,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0241,RF_governance_research,M_adaptive_governance_analysis,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0242,RF_governance_research,M_post_normal_science,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0243,RF_governance_research,M_process_tracing,uses_method,4,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0244,RF_systemic_risk_analysis,M_network_analysis,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0245,RF_systemic_risk_analysis,M_cascading_risk_analysis,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0246,RF_systemic_risk_analysis,M_complex_systems_simulation,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0247,RF_systemic_risk_analysis,M_process_tracing,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0248,RF_political_ecology,M_comparative_case_study,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0249,RF_political_ecology,M_qualitative_governance_analysis,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0250,RF_political_ecology,M_transdisciplinary_research,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0251,RF_degrowth_postgrowth,M_conceptual_synthesis,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0252,RF_degrowth_postgrowth,M_comparative_case_study,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0253,RF_degrowth_postgrowth,M_scenario_analysis,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0254,RF_existential_risk,M_scenario_analysis,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0255,RF_existential_risk,M_foresight,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0256,RF_existential_risk,M_complex_systems_simulation,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0257,RF_metacrisis,M_conceptual_synthesis,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0258,RF_metacrisis,M_post_normal_science,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0259,RF_metacrisis,M_foresight,uses_method,3,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0260,RF_integrated_assessment,M_integrated_assessment_modelling,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0261,RF_integrated_assessment,M_system_dynamics,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0262,RF_integrated_assessment,M_scenario_analysis,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0263,RF_scenario_foresight,M_scenario_analysis,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0264,RF_scenario_foresight,M_foresight,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0265,RF_scenario_foresight,M_conceptual_synthesis,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0266,RF_network_science,M_network_analysis,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0267,RF_network_science,M_cascading_risk_analysis,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0268,RF_network_science,M_complex_systems_simulation,uses_method,5,medium,True,Method associated with field in the seed research design.,uploaded_research_design
E0269,C_polycrisis,M_network_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0270,C_polycrisis,M_cascading_risk_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0271,C_polycrisis,M_system_dynamics,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0272,C_polycrisis,M_scenario_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0273,C_polycrisis,M_conceptual_synthesis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0274,C_systemic_risk,M_network_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0275,C_systemic_risk,M_cascading_risk_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0276,C_systemic_risk,M_complex_systems_simulation,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0277,C_feedback_loops,M_system_dynamics,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0278,C_feedback_loops,M_complex_systems_simulation,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0279,C_planetary_boundaries,M_earth_system_modelling,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0280,C_planetary_boundaries,M_integrated_assessment_modelling,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0281,C_safe_just_earth_system_boundaries,M_earth_system_modelling,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0282,C_safe_just_earth_system_boundaries,M_integrated_assessment_modelling,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0283,C_safe_just_earth_system_boundaries,M_conceptual_synthesis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0284,C_sustainability_transitions,M_comparative_case_study,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0285,C_sustainability_transitions,M_scenario_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0286,C_sustainability_transitions,M_qualitative_governance_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0287,C_resilience,M_resilience_assessment,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0288,C_resilience,M_comparative_case_study,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0289,C_resilience,M_system_dynamics,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0290,C_earth_system_governance,M_qualitative_governance_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0291,C_earth_system_governance,M_adaptive_governance_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0292,C_earth_system_governance,M_post_normal_science,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0293,C_metacrisis,M_conceptual_synthesis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0294,C_metacrisis,M_foresight,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0295,C_crisis_entanglement,M_process_tracing,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0296,C_crisis_entanglement,M_network_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0297,C_crisis_entanglement,M_cascading_risk_analysis,studied_with,4,medium,True,Exploratory concept-method linkage for first-stage mapping.,uploaded_research_design
E0298,M_system_dynamics,D_integrated_assessment_models,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0299,M_system_dynamics,D_scenario_databases,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0300,M_integrated_assessment_modelling,D_integrated_assessment_models,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0301,M_integrated_assessment_modelling,D_climate_models,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0302,M_integrated_assessment_modelling,D_energy_transition_datasets,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0303,M_integrated_assessment_modelling,D_global_development_indicators,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0304,M_integrated_assessment_modelling,D_scenario_databases,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0305,M_network_analysis,D_supply_chain_datasets,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0306,M_network_analysis,D_risk_datasets,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0307,M_network_analysis,D_research_databases,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0308,M_cascading_risk_analysis,D_risk_datasets,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0309,M_cascading_risk_analysis,D_supply_chain_datasets,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0310,M_scenario_analysis,D_scenario_databases,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0311,M_scenario_analysis,D_global_development_indicators,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0312,M_foresight,D_scenario_databases,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0313,M_foresight,D_knowledge_platforms,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0314,M_resilience_assessment,D_biodiversity_data,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0315,M_resilience_assessment,D_risk_datasets,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0316,M_resilience_assessment,D_global_development_indicators,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0317,M_earth_system_modelling,D_earth_system_models,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0318,M_earth_system_modelling,D_climate_models,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0319,M_earth_system_modelling,D_biodiversity_data,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0320,M_transdisciplinary_research,D_knowledge_platforms,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0321,M_qualitative_governance_analysis,D_research_databases,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0322,M_qualitative_governance_analysis,D_knowledge_platforms,uses_data,4,medium,True,Typical data/method dependency for seed graph.,uploaded_research_design
E0323,I_stockholm_resilience_centre,RF_resilience_research,active_in,5,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0324,I_stockholm_resilience_centre,RF_social_ecological_systems,active_in,5,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0325,I_stockholm_resilience_centre,RF_sustainability_science,active_in,5,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0326,I_stockholm_resilience_centre,RF_earth_system_science,active_in,5,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0327,I_stockholm_resilience_centre,C_resilience,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0328,I_stockholm_resilience_centre,C_social_ecological_systems,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0329,I_stockholm_resilience_centre,C_planetary_boundaries,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0330,I_stockholm_resilience_centre,C_transformation,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0331,I_pik,RF_earth_system_science,active_in,5,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0332,I_pik,RF_integrated_assessment,active_in,5,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0333,I_pik,RF_systemic_risk_analysis,active_in,5,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0334,I_pik,C_climate_change,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0335,I_pik,C_planetary_boundaries,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0336,I_pik,C_tipping_points,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0337,I_pik,C_safe_just_earth_system_boundaries,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0338,I_iiasa,RF_systems_thinking,active_in,4,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0339,I_iiasa,RF_integrated_assessment,active_in,4,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0340,I_iiasa,RF_scenario_foresight,active_in,4,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0341,I_iiasa,C_systemic_interdependence,works_on,4,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0342,I_iiasa,C_energy_transition,works_on,4,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0343,I_iiasa,C_long_term_futures,works_on,4,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0344,I_club_of_rome,RF_systems_thinking,active_in,4,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0345,I_club_of_rome,RF_degrowth_postgrowth,active_in,4,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0346,I_club_of_rome,RF_sustainability_science,active_in,4,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0347,I_club_of_rome,C_planetary_limits,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0348,I_club_of_rome,C_transformation,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0349,I_club_of_rome,C_resource_depletion,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0350,I_un_sdg_institutions,RF_governance_research,active_in,4,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0351,I_un_sdg_institutions,RF_sustainability_science,active_in,4,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0352,I_un_sdg_institutions,C_transformation,works_on,3,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0353,I_un_sdg_institutions,C_justice_and_inequality,works_on,3,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0354,I_un_sdg_institutions,C_climate_change,works_on,3,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0355,I_cascade_institute,RF_systemic_risk_analysis,active_in,5,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0356,I_cascade_institute,RF_complexity_theory,active_in,5,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0357,I_cascade_institute,RF_scenario_foresight,active_in,5,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0358,I_cascade_institute,C_polycrisis,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0359,I_cascade_institute,C_systemic_risk,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0360,I_cascade_institute,C_crisis_entanglement,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0361,I_cascade_institute,C_cascading_risk,works_on,5,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0362,I_deal,RF_degrowth_postgrowth,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0363,I_deal,RF_sustainability_science,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0364,I_deal,RF_governance_research,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0365,I_deal,C_social_foundations,works_on,4,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0366,I_deal,C_ecological_ceilings,works_on,4,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0367,I_deal,C_planetary_boundaries,works_on,4,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0368,I_deal,C_justice_and_inequality,works_on,4,medium,True,Institution/organization listed or inferred as working on this concept for seed mapping.,uploaded_research_design
E0369,I_lancet_planetary_health,RF_sustainability_science,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0370,I_lancet_planetary_health,RF_earth_system_science,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0371,I_global_environmental_change_journal,RF_sustainability_science,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0372,I_global_environmental_change_journal,RF_governance_research,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0373,I_global_environmental_change_journal,RF_earth_system_science,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0374,I_sustainability_science_journal,RF_sustainability_science,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0375,I_ecology_and_society,RF_resilience_research,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0376,I_ecology_and_society,RF_social_ecological_systems,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0377,I_environmental_research_letters,RF_earth_system_science,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0378,I_environmental_research_letters,RF_integrated_assessment,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0379,I_earth_system_governance_journal,RF_governance_research,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0380,I_futures_journal,RF_scenario_foresight,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0381,I_futures_journal,RF_metacrisis,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0382,I_journal_industrial_ecology,RF_transition_studies,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0383,I_nature_sustainability,RF_sustainability_science,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0384,I_nature_sustainability,RF_transition_studies,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0385,I_nature_sustainability,RF_earth_system_science,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0386,I_climatic_change,RF_earth_system_science,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0387,I_climatic_change,RF_integrated_assessment,active_in,3,medium,True,Institution/organization listed or inferred as active in this research area for seed mapping.,uploaded_research_design
E0388,I_club_of_rome,N_earth4all,hosts,4,medium,True,Seed graph relation: Club of Rome is institutionally connected to Earth4All.,uploaded_research_design
E0389,I_stockholm_resilience_centre,N_earth4all,participates_in,3,medium,True,Seed graph relation from topic list; validate exact role during empirical expansion.,uploaded_research_design
E0390,I_pik,N_earth4all,participates_in,3,medium,True,Seed graph relation from topic list; validate exact role during empirical expansion.,uploaded_research_design
E0391,I_pik,N_earth_commission,participates_in,3,medium,True,PIK appears as an institutional bridge in Earth system boundary work; validate with project data.,uploaded_research_design
E0392,I_stockholm_resilience_centre,N_earth_commission,participates_in,3,medium,True,SRC appears as an institutional bridge in planetary boundary work; validate with project data.,uploaded_research_design
E0393,I_cascade_institute,N_polycrisis_research_agenda,hosts,4,medium,True,Cascade Institute is a relevant institutional anchor for explicit polycrisis work.,uploaded_research_design
E0394,N_earth4all,C_transformation,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0395,N_earth4all,C_planetary_limits,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0396,N_earth4all,C_justice_and_inequality,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0397,N_earth4all,C_sustainability_transitions,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0398,N_future_earth,C_sustainability_transitions,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0399,N_future_earth,C_transformation,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0400,N_future_earth,C_anthropocene,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0401,N_future_earth,C_social_ecological_systems,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0402,N_earth_commission,C_safe_just_earth_system_boundaries,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0403,N_earth_commission,C_planetary_boundaries,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0404,N_earth_commission,C_ecological_justice,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0405,N_earth_commission,C_justice_and_inequality,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0406,N_earth_system_governance_project,C_earth_system_governance,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0407,N_earth_system_governance_project,C_governance_under_uncertainty,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0408,N_earth_system_governance_project,C_planetary_stewardship,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0409,N_strn,C_sustainability_transitions,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0410,N_strn,C_socio_technical_transformation,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0411,N_strn,C_just_transition,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0412,N_strn,C_energy_transition,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0413,N_polycrisis_research_agenda,C_polycrisis,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0414,N_polycrisis_research_agenda,C_crisis_entanglement,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0415,N_polycrisis_research_agenda,C_systemic_risk,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0416,N_polycrisis_research_agenda,C_cascading_risk,promotes,4,medium,True,Initiative-concept relation for exploratory seed graph.,uploaded_research_design
E0417,N_earth4all,RF_systems_thinking,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0418,N_earth4all,RF_integrated_assessment,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0419,N_earth4all,RF_sustainability_science,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0420,N_future_earth,RF_sustainability_science,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0421,N_future_earth,RF_earth_system_science,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0422,N_future_earth,RF_governance_research,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0423,N_earth_commission,RF_earth_system_science,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0424,N_earth_commission,RF_sustainability_science,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0425,N_earth_commission,RF_governance_research,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0426,N_earth_system_governance_project,RF_governance_research,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0427,N_earth_system_governance_project,RF_sustainability_science,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0428,N_strn,RF_transition_studies,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0429,N_strn,RF_sustainability_science,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0430,N_polycrisis_research_agenda,RF_systemic_risk_analysis,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0431,N_polycrisis_research_agenda,RF_complexity_theory,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0432,N_polycrisis_research_agenda,RF_governance_research,active_in,4,medium,True,Initiative-field relation for exploratory seed graph.,uploaded_research_design
E0433,C_planetary_boundaries,G_safe_and_just_boundaries,linked_to,4,medium,True,"Concept-framework relation. Treat as an analytical link, not a claim of direct influence.",uploaded_research_design
E0434,C_planetary_boundaries,G_planetary_stewardship,linked_to,4,medium,True,"Concept-framework relation. Treat as an analytical link, not a claim of direct influence.",uploaded_research_design
E0435,C_planetary_boundaries,G_planetary_governance,linked_to,4,medium,True,"Concept-framework relation. Treat as an analytical link, not a claim of direct influence.",uploaded_research_design
E0436,C_planetary_boundaries,G_doughnut_economics,linked_to,4,medium,True,"Concept-framework relation. Treat as an analytical link, not a claim of direct influence.",uploaded_research_design
E0437,C_safe_just_earth_system_boundaries,G_safe_and_just_boundaries,linked_to,4,medium,True,"Concept-framework relation. Treat as an analytical link, not a claim of direct influence.",uploaded_research_design
E0438,C_safe_just_earth_system_boundaries,G_planetary_governance,linked_to,4,medium,True,"Concept-framework relation. Treat as an analytical link, not a claim of direct influence.",uploaded_research_design
E0439,C_safe_just_earth_system_boundaries,G_sdgs,linked_to,4,medium,True,"Concept-framework relation. Treat as an analytical link, not a claim of direct influence.",uploaded_research_design
E0440,C_earth_system_governance,G_earth_system_governance,linked_to,4,medium,True,"Concept-framework relation. Treat as an analytical link, not a claim of direct influence.",uploaded_research_design
